,FTAG,FTHG,Gameday,Season,TeamA,TeamH
497,2,1,22.0,1966.0,B. München,M´gladbach
498,1,1,22.0,1966.0,Duisburg,FC Köln
499,2,3,22.0,1966.0,Düsseldorf,Karlsruhe
500,3,3,22.0,1966.0,Hannover,Frankfurt
501,1,1,22.0,1966.0,Dortmund,RW Essen
502,1,1,22.0,1966.0,K´lautern,Bremen
503,1,1,22.0,1966.0,VfB Stuttgar,Braunschweig
504,0,3,23.0,1966.0,Frankfurt,VfB Stuttgar
505,0,1,23.0,1966.0,FC Köln,Schalke
506,1,4,23.0,1966.0,RW Essen,B. München
507,3,0,23.0,1966.0,TSV 1860,K´lautern
508,1,3,23.0,1966.0,Karlsruhe,Hannover
509,1,1,23.0,1966.0,Bremen,Hamburg
510,2,2,23.0,1966.0,M´gladbach,Düsseldorf
511,0,0,23.0,1966.0,Braunschweig,Duisburg
512,1,0,23.0,1966.0,Nürnberg,Dortmund
513,3,1,24.0,1966.0,Duisburg,VfB Stuttgar
514,1,0,24.0,1966.0,B. München,Nürnberg
515,0,2,24.0,1966.0,Hamburg,TSV 1860
516,0,2,24.0,1966.0,Hannover,M´gladbach
517,1,2,24.0,1966.0,K´lautern,FC Köln
518,1,5,24.0,1966.0,Karlsruhe,Frankfurt
519,4,0,24.0,1966.0,Düsseldorf,RW Essen
520,1,2,24.0,1966.0,Dortmund,Bremen
521,0,1,24.0,1966.0,Schalke,Braunschweig
522,0,2,25.0,1966.0,VfB Stuttgar,Schalke
523,0,1,25.0,1966.0,Bremen,B. München
524,3,3,25.0,1966.0,M´gladbach,Karlsruhe
525,0,2,25.0,1966.0,Braunschweig,K´lautern
526,0,1,25.0,1966.0,RW Essen,Hannover
527,3,1,25.0,1966.0,FC Köln,Hamburg
528,2,2,25.0,1966.0,Nürnberg,Düsseldorf
529,0,0,25.0,1966.0,Frankfurt,Duisburg
530,1,1,25.0,1966.0,TSV 1860,Dortmund
531,1,0,26.0,1966.0,K´lautern,VfB Stuttgar
532,1,1,26.0,1966.0,Hannover,Nürnberg
533,0,1,26.0,1966.0,B. München,TSV 1860
534,1,1,26.0,1966.0,Dortmund,FC Köln
535,0,1,26.0,1966.0,M´gladbach,Frankfurt
536,1,3,26.0,1966.0,Karlsruhe,RW Essen
537,0,3,26.0,1966.0,Schalke,Duisburg
538,0,1,26.0,1966.0,Düsseldorf,Bremen
539,0,2,26.0,1966.0,Hamburg,Braunschweig
540,1,1,27.0,1966.0,Frankfurt,Schalke
541,0,2,27.0,1966.0,FC Köln,B. München
542,3,4,27.0,1966.0,RW Essen,M´gladbach
543,1,0,27.0,1966.0,Nürnberg,Karlsruhe
544,0,0,27.0,1966.0,Duisburg,K´lautern
545,1,2,27.0,1966.0,Bremen,Hannover
546,1,1,27.0,1966.0,VfB Stuttgar,Hamburg
547,1,0,27.0,1966.0,TSV 1860,Düsseldorf
548,0,0,27.0,1966.0,Braunschweig,Dortmund
549,0,1,28.0,1966.0,Dortmund,VfB Stuttgar
550,3,0,28.0,1966.0,K´lautern,Schalke
551,0,1,28.0,1966.0,M´gladbach,Nürnberg
552,0,3,28.0,1966.0,Hannover,TSV 1860
553,0,2,28.0,1966.0,Düsseldorf,FC Köln
554,0,5,28.0,1966.0,RW Essen,Frankfurt
555,1,2,28.0,1966.0,Hamburg,Duisburg
556,3,0,28.0,1966.0,Karlsruhe,Bremen
557,2,5,28.0,1966.0,B. München,Braunschweig
558,1,1,29.0,1966.0,VfB Stuttgar,B. München
559,1,1,29.0,1966.0,Bremen,M´gladbach
560,1,3,29.0,1966.0,TSV 1860,Karlsruhe
561,1,1,29.0,1966.0,Frankfurt,K´lautern
562,1,0,29.0,1966.0,FC Köln,Hannover
563,1,1,29.0,1966.0,Schalke,Hamburg
564,1,1,29.0,1966.0,Nürnberg,RW Essen
565,1,1,29.0,1966.0,Braunschweig,Düsseldorf
566,1,4,29.0,1966.0,Duisburg,Dortmund
567,1,3,30.0,1966.0,Düsseldorf,VfB Stuttgar
568,4,1,30.0,1966.0,Dortmund,Schalke
569,3,4,30.0,1966.0,M´gladbach,TSV 1860
570,2,2,30.0,1966.0,Karlsruhe,FC Köln
571,1,2,30.0,1966.0,Hamburg,K´lautern
572,4,1,30.0,1966.0,Nürnberg,Frankfurt
573,0,0,30.0,1966.0,B. München,Duisburg
574,0,0,30.0,1966.0,RW Essen,Bremen
575,1,0,30.0,1966.0,Hannover,Braunschweig
576,1,2,31.0,1966.0,Bremen,Nürnberg
577,0,5,31.0,1966.0,Schalke,B. München
578,0,3,31.0,1966.0,FC Köln,M´gladbach
579,0,3,31.0,1966.0,Braunschweig,Karlsruhe
580,2,2,31.0,1966.0,VfB Stuttgar,Hannover
581,2,0,31.0,1966.0,Frankfurt,Hamburg
582,2,2,31.0,1966.0,TSV 1860,RW Essen
583,5,1,31.0,1966.0,Duisburg,Düsseldorf
584,1,2,31.0,1966.0,K´lautern,Dortmund
585,0,2,32.0,1966.0,Karlsruhe,VfB Stuttgar
586,1,2,32.0,1966.0,Düsseldorf,Schalke
587,2,1,32.0,1966.0,Nürnberg,TSV 1860
588,1,2,32.0,1966.0,RW Essen,FC Köln
589,0,1,32.0,1966.0,B. München,K´lautern
590,0,3,32.0,1966.0,Hannover,Duisburg
591,0,7,32.0,1966.0,Hamburg,Dortmund
592,0,3,32.0,1966.0,Frankfurt,Bremen
593,1,2,32.0,1966.0,M´gladbach,Braunschweig
594,1,1,33.0,1966.0,FC Köln,Nürnberg
595,1,3,33.0,1966.0,Hamburg,B. München
596,2,1,33.0,1966.0,VfB Stuttgar,M´gladbach
597,0,3,33.0,1966.0,Duisburg,Karlsruhe
598,2,1,33.0,1966.0,Schalke,Hannover
599,3,3,33.0,1966.0,Dortmund,Frankfurt
600,0,0,33.0,1966.0,Braunschweig,RW Essen
601,1,3,33.0,1966.0,K´lautern,Düsseldorf
602,4,2,33.0,1966.0,TSV 1860,Bremen
603,3,1,34.0,1966.0,Karlsruhe,Schalke
604,1,2,34.0,1966.0,Frankfurt,TSV 1860
605,1,4,34.0,1966.0,Bremen,FC Köln
606,0,1,34.0,1966.0,Hannover,K´lautern
607,1,2,34.0,1966.0,Düsseldorf,Hamburg
608,3,1,34.0,1966.0,M´gladbach,Duisburg
609,0,4,34.0,1966.0,B. München,Dortmund
610,1,4,34.0,1966.0,Nürnberg,Braunschweig
611,0,1,34.0,1966.0,RW Essen,VfB Stuttgar
612,2,2,1.0,1967.0,Dortmund,Duisburg
613,4,0,1.0,1967.0,B. München,Aachen
614,0,4,1.0,1967.0,Frankfurt,VfB Stuttgar
615,4,3,1.0,1967.0,M´gladbach,Schalke
616,0,2,1.0,1967.0,Karlsruhe,Nürnberg
617,0,1,1.0,1967.0,Braunschweig,TSV 1860
618,1,2,1.0,1967.0,Neunkirchen,K´lautern
619,0,3,1.0,1967.0,FC Köln,Hannover
620,4,1,1.0,1967.0,Hamburg,Bremen
621,2,2,2.0,1967.0,Nürnberg,Neunkirchen
622,0,1,2.0,1967.0,Hannover,B. München
623,1,1,2.0,1967.0,VfB Stuttgar,M´gladbach
624,0,1,2.0,1967.0,TSV 1860,FC Köln
625,2,0,2.0,1967.0,Duisburg,Karlsruhe
626,1,1,2.0,1967.0,K´lautern,Hamburg
627,3,5,2.0,1967.0,Bremen,Frankfurt
628,0,1,2.0,1967.0,Aachen,Dortmund
629,0,1,2.0,1967.0,Schalke,Braunschweig
630,0,0,3.0,1967.0,Braunschweig,VfB Stuttgar
631,0,0,3.0,1967.0,TSV 1860,Schalke
632,0,4,3.0,1967.0,Hamburg,Nürnberg
633,3,0,3.0,1967.0,FC Köln,B. München
634,1,1,3.0,1967.0,Frankfurt,K´lautern
635,2,2,3.0,1967.0,Dortmund,Hannover
636,1,3,3.0,1967.0,Neunkirchen,Duisburg
637,4,0,3.0,1967.0,M´gladbach,Bremen
638,1,2,3.0,1967.0,Karlsruhe,Aachen
639,1,0,4.0,1967.0,Aachen,Neunkirchen
640,3,3,4.0,1967.0,VfB Stuttgar,TSV 1860
641,2,8,4.0,1967.0,K´lautern,M´gladbach
642,0,7,4.0,1967.0,Schalke,FC Köln
643,1,3,4.0,1967.0,Hannover,Karlsruhe
644,3,1,4.0,1967.0,Duisburg,Hamburg
645,2,1,4.0,1967.0,Nürnberg,Frankfurt
646,3,6,4.0,1967.0,B. München,Dortmund
647,3,0,4.0,1967.0,Bremen,Braunschweig
648,0,2,5.0,1967.0,Schalke,VfB Stuttgar
649,0,1,5.0,1967.0,M´gladbach,Nürnberg
650,0,3,5.0,1967.0,Karlsruhe,B. München
651,2,2,5.0,1967.0,Braunschweig,K´lautern
652,0,2,5.0,1967.0,Neunkirchen,Hannover
653,1,0,5.0,1967.0,Frankfurt,Duisburg
654,0,2,5.0,1967.0,FC Köln,Dortmund
655,2,2,5.0,1967.0,TSV 1860,Bremen
656,0,2,5.0,1967.0,Hamburg,Aachen
657,2,0,6.0,1967.0,Bremen,Schalke
658,1,1,6.0,1967.0,B. München,Neunkirchen
659,3,0,6.0,1967.0,K´lautern,TSV 1860
660,1,1,6.0,1967.0,Duisburg,M´gladbach
661,2,2,6.0,1967.0,VfB Stuttgar,FC Köln
662,0,2,6.0,1967.0,Dortmund,Karlsruhe
663,3,2,6.0,1967.0,Hannover,Hamburg
664,1,1,6.0,1967.0,Aachen,Frankfurt
665,3,0,6.0,1967.0,Nürnberg,Braunschweig
666,3,2,7.0,1967.0,Braunschweig,Duisburg
667,1,1,7.0,1967.0,TSV 1860,Nürnberg
668,0,1,7.0,1967.0,Hamburg,B. München
669,1,0,7.0,1967.0,FC Köln,Karlsruhe
670,0,1,7.0,1967.0,Schalke,K´lautern
671,1,2,7.0,1967.0,Frankfurt,Hannover
672,0,6,7.0,1967.0,Neunkirchen,Dortmund
673,1,3,7.0,1967.0,VfB Stuttgar,Bremen
674,0,0,7.0,1967.0,M´gladbach,Aachen
675,0,0,8.0,1967.0,Nürnberg,Schalke
676,2,3,8.0,1967.0,Karlsruhe,Neunkirchen
677,1,0,8.0,1967.0,Duisburg,TSV 1860
678,1,5,8.0,1967.0,Hannover,M´gladbach
679,4,1,8.0,1967.0,Bremen,FC Köln
680,2,3,8.0,1967.0,Dortmund,Hamburg
681,3,2,8.0,1967.0,B. München,Frankfurt
682,0,2,8.0,1967.0,Aachen,Braunschweig
683,1,0,8.0,1967.0,K´lautern,VfB Stuttgar
684,1,5,9.0,1967.0,VfB Stuttgar,Nürnberg
685,1,2,9.0,1967.0,FC Köln,Neunkirchen
686,1,3,9.0,1967.0,M´gladbach,B. München
687,1,2,9.0,1967.0,Hamburg,Karlsruhe
688,2,2,9.0,1967.0,Bremen,K´lautern
689,1,1,9.0,1967.0,Braunschweig,Hannover
690,1,1,9.0,1967.0,Schalke,Duisburg
691,1,2,9.0,1967.0,Frankfurt,Dortmund
692,3,3,9.0,1967.0,TSV 1860,Aachen
693,0,3,10.0,1967.0,Duisburg,VfB Stuttgar
694,1,2,10.0,1967.0,Aachen,Schalke
695,1,3,10.0,1967.0,Hannover,TSV 1860
696,2,2,10.0,1967.0,Dortmund,M´gladbach
697,0,5,10.0,1967.0,K´lautern,FC Köln
698,0,0,10.0,1967.0,Neunkirchen,Hamburg
699,0,2,10.0,1967.0,Karlsruhe,Frankfurt
700,4,0,10.0,1967.0,Nürnberg,Bremen
701,0,1,10.0,1967.0,B. München,Braunschweig
702,1,4,11.0,1967.0,K´lautern,Nürnberg
703,2,2,11.0,1967.0,Frankfurt,Neunkirchen
704,2,2,11.0,1967.0,TSV 1860,B. München
705,2,3,11.0,1967.0,M´gladbach,Karlsruhe
706,1,2,11.0,1967.0,Schalke,Hannover
707,1,3,11.0,1967.0,FC Köln,Hamburg
708,1,1,11.0,1967.0,Bremen,Duisburg
709,1,0,11.0,1967.0,Braunschweig,Dortmund
710,2,3,11.0,1967.0,VfB Stuttgar,Aachen
711,0,2,12.0,1967.0,Hannover,VfB Stuttgar
712,1,0,12.0,1967.0,B. München,Schalke
713,0,3,12.0,1967.0,Dortmund,TSV 1860
714,0,10,12.0,1967.0,Neunkirchen,M´gladbach
715,3,3,12.0,1967.0,Nürnberg,FC Köln
716,1,0,12.0,1967.0,Duisburg,K´lautern
717,1,1,12.0,1967.0,Hamburg,Frankfurt
718,1,0,12.0,1967.0,Aachen,Bremen
719,0,1,12.0,1967.0,Karlsruhe,Braunschweig
720,2,1,13.0,1967.0,Braunschweig,Neunkirchen
721,1,3,13.0,1967.0,VfB Stuttgar,B. München
722,3,0,13.0,1967.0,TSV 1860,Karlsruhe
723,2,4,13.0,1967.0,Bremen,Hannover
724,3,2,13.0,1967.0,M´gladbach,Hamburg
725,2,1,13.0,1967.0,FC Köln,Frankfurt
726,0,2,13.0,1967.0,Nürnberg,Duisburg
727,1,2,13.0,1967.0,Schalke,Dortmund
728,1,1,13.0,1967.0,K´lautern,Aachen
729,1,4,14.0,1967.0,Dortmund,VfB Stuttgar
730,0,2,14.0,1967.0,Karlsruhe,Schalke
731,1,4,14.0,1967.0,Aachen,Nürnberg
732,0,5,14.0,1967.0,Neunkirchen,TSV 1860
733,1,1,14.0,1967.0,Frankfurt,M´gladbach
734,0,3,14.0,1967.0,Duisburg,FC Köln
735,0,0,14.0,1967.0,Hannover,K´lautern
736,1,4,14.0,1967.0,B. München,Bremen
737,1,0,14.0,1967.0,Hamburg,Braunschweig
738,5,1,15.0,1967.0,Schalke,Neunkirchen
739,1,4,15.0,1967.0,K´lautern,B. München
740,5,2,15.0,1967.0,M´gladbach,FC Köln
741,4,1,15.0,1967.0,VfB Stuttgar,Karlsruhe
742,1,1,15.0,1967.0,Nürnberg,Hannover
743,2,2,15.0,1967.0,TSV 1860,Hamburg
744,0,2,15.0,1967.0,Braunschweig,Frankfurt
745,0,3,15.0,1967.0,Aachen,Duisburg
746,1,1,15.0,1967.0,Bremen,Dortmund
747,0,3,16.0,1967.0,Hamburg,Schalke
748,3,7,16.0,1967.0,B. München,Nürnberg
749,0,5,16.0,1967.0,Frankfurt,TSV 1860
750,2,2,16.0,1967.0,Dortmund,K´lautern
751,2,1,16.0,1967.0,Hannover,Duisburg
752,1,6,16.0,1967.0,Karlsruhe,Bremen
753,1,2,16.0,1967.0,M´gladbach,Braunschweig
754,2,4,16.0,1967.0,FC Köln,Aachen
755,1,2,16.0,1967.0,Neunkirchen,VfB Stuttgar
756,1,1,17.0,1967.0,TSV 1860,M´gladbach
757,0,1,17.0,1967.0,Braunschweig,FC Köln
758,2,2,17.0,1967.0,K´lautern,Karlsruhe
759,1,1,17.0,1967.0,Aachen,Hannover
760,1,1,17.0,1967.0,VfB Stuttgar,Hamburg
761,2,2,17.0,1967.0,Schalke,Frankfurt
762,2,1,17.0,1967.0,Nürnberg,Dortmund
763,0,0,17.0,1967.0,Bremen,Neunkirchen
764,4,0,17.0,1967.0,Duisburg,B. München
765,1,2,18.0,1967.0,K´lautern,Neunkirchen
766,1,2,18.0,1967.0,Bremen,Hamburg
767,1,4,18.0,1967.0,Aachen,B. München
768,6,1,18.0,1967.0,Schalke,M´gladbach
769,1,2,18.0,1967.0,Hannover,FC Köln
770,1,1,18.0,1967.0,Nürnberg,Karlsruhe
771,3,4,18.0,1967.0,Duisburg,Dortmund
772,0,4,18.0,1967.0,VfB Stuttgar,Frankfurt
773,1,0,18.0,1967.0,TSV 1860,Braunschweig
774,2,0,19.0,1967.0,Braunschweig,Schalke
775,3,1,19.0,1967.0,M´gladbach,VfB Stuttgar
776,0,3,19.0,1967.0,Neunkirchen,Nürnberg
777,1,0,19.0,1967.0,FC Köln,TSV 1860
778,1,2,19.0,1967.0,B. München,Hannover
779,1,2,19.0,1967.0,Karlsruhe,Duisburg
780,0,2,19.0,1967.0,Frankfurt,Bremen
781,0,3,19.0,1967.0,Dortmund,Aachen
782,3,3,19.0,1967.0,Hamburg,K´lautern
783,3,3,20.0,1967.0,B. München,FC Köln
784,1,3,20.0,1967.0,Bremen,M´gladbach
785,1,2,20.0,1967.0,Duisburg,Neunkirchen
786,4,2,20.0,1967.0,Aachen,Karlsruhe
787,1,3,20.0,1967.0,Nürnberg,Hamburg
788,2,5,20.0,1967.0,K´lautern,Frankfurt
789,1,3,20.0,1967.0,Hannover,Dortmund
790,1,2,20.0,1967.0,VfB Stuttgar,Braunschweig
791,2,1,20.0,1967.0,Schalke,TSV 1860
792,1,2,21.0,1967.0,TSV 1860,VfB Stuttgar
793,1,1,21.0,1967.0,FC Köln,Schalke
794,2,0,21.0,1967.0,Frankfurt,Nürnberg
795,1,0,21.0,1967.0,M´gladbach,K´lautern
796,0,2,21.0,1967.0,Karlsruhe,Hannover
797,2,1,21.0,1967.0,Hamburg,Duisburg
798,2,3,21.0,1967.0,Braunschweig,Bremen
799,1,5,21.0,1967.0,Neunkirchen,Aachen
800,0,2,21.0,1967.0,Dortmund,B. München
801,1,1,22.0,1967.0,Nürnberg,M´gladbach
802,1,2,22.0,1967.0,VfB Stuttgar,Schalke
803,3,1,22.0,1967.0,Bremen,TSV 1860
804,1,3,22.0,1967.0,Hannover,Neunkirchen
805,0,3,22.0,1967.0,Dortmund,FC Köln
806,2,0,22.0,1967.0,B. München,Karlsruhe
807,1,5,22.0,1967.0,Aachen,Hamburg
808,2,3,22.0,1967.0,Duisburg,Frankfurt
809,0,1,22.0,1967.0,K´lautern,Braunschweig
810,0,2,23.0,1967.0,FC Köln,VfB Stuttgar
811,0,4,23.0,1967.0,Neunkirchen,B. München
812,0,0,23.0,1967.0,TSV 1860,K´lautern
813,2,2,23.0,1967.0,Hamburg,Hannover
814,2,2,23.0,1967.0,M´gladbach,Duisburg
815,0,5,23.0,1967.0,Karlsruhe,Dortmund
816,0,2,23.0,1967.0,Schalke,Bremen
817,1,2,23.0,1967.0,Frankfurt,Aachen
818,1,3,23.0,1967.0,Braunschweig,Nürnberg
819,0,3,24.0,1967.0,Aachen,M´gladbach
820,2,1,24.0,1967.0,Nürnberg,TSV 1860
821,2,3,24.0,1967.0,Dortmund,Neunkirchen
822,1,2,24.0,1967.0,K´lautern,Schalke
823,3,0,24.0,1967.0,Bremen,VfB Stuttgar
824,0,4,24.0,1967.0,Karlsruhe,FC Köln
825,1,2,24.0,1967.0,B. München,Hamburg
826,0,3,24.0,1967.0,Hannover,Frankfurt
827,0,3,24.0,1967.0,Duisburg,Braunschweig
828,3,2,25.0,1967.0,Schalke,Nürnberg
829,1,5,25.0,1967.0,Neunkirchen,Karlsruhe
830,0,3,25.0,1967.0,Frankfurt,B. München
831,0,2,25.0,1967.0,VfB Stuttgar,K´lautern
832,1,1,25.0,1967.0,M´gladbach,Hannover
833,2,2,25.0,1967.0,Hamburg,Dortmund
834,1,3,25.0,1967.0,FC Köln,Bremen
835,1,2,25.0,1967.0,Braunschweig,Aachen
836,1,2,25.0,1967.0,TSV 1860,Duisburg
837,3,0,26.0,1967.0,Duisburg,Schalke
838,1,1,26.0,1967.0,Nürnberg,VfB Stuttgar
839,0,6,26.0,1967.0,Aachen,TSV 1860
840,1,1,26.0,1967.0,B. München,M´gladbach
841,1,2,26.0,1967.0,Neunkirchen,FC Köln
842,0,0,26.0,1967.0,Karlsruhe,Hamburg
843,1,4,26.0,1967.0,Dortmund,Frankfurt
844,1,2,26.0,1967.0,K´lautern,Bremen
845,1,0,26.0,1967.0,Hannover,Braunschweig
846,0,3,27.0,1967.0,Braunschweig,B. München
847,1,0,27.0,1967.0,Frankfurt,Karlsruhe
848,1,2,27.0,1967.0,FC Köln,K´lautern
849,2,1,27.0,1967.0,TSV 1860,Hannover
850,3,3,27.0,1967.0,VfB Stuttgar,Duisburg
851,1,3,27.0,1967.0,M´gladbach,Dortmund
852,1,2,27.0,1967.0,Schalke,Aachen
853,0,0,27.0,1967.0,Bremen,Nürnberg
854,3,0,27.0,1967.0,Hamburg,Neunkirchen
855,1,2,28.0,1967.0,Hamburg,FC Köln
856,0,0,28.0,1967.0,Karlsruhe,M´gladbach
857,2,3,28.0,1967.0,B. München,TSV 1860
858,1,4,28.0,1967.0,Aachen,VfB Stuttgar
859,1,1,28.0,1967.0,Hannover,Schalke
860,0,1,28.0,1967.0,Nürnberg,K´lautern
861,1,4,28.0,1967.0,Neunkirchen,Frankfurt
862,3,3,28.0,1967.0,Duisburg,Bremen
863,0,2,28.0,1967.0,Dortmund,Braunschweig
864,1,1,29.0,1967.0,Bremen,Aachen
865,1,2,29.0,1967.0,FC Köln,Nürnberg
866,3,0,29.0,1967.0,M´gladbach,Neunkirchen
867,0,2,29.0,1967.0,Schalke,B. München
868,2,1,29.0,1967.0,Braunschweig,Karlsruhe
869,1,2,29.0,1967.0,VfB Stuttgar,Hannover
870,1,0,29.0,1967.0,Frankfurt,Hamburg
871,0,7,29.0,1967.0,K´lautern,Duisburg
872,0,0,29.0,1967.0,TSV 1860,Dortmund
873,0,3,30.0,1967.0,B. München,VfB Stuttgar
874,0,1,30.0,1967.0,Dortmund,Schalke
875,1,4,30.0,1967.0,Duisburg,Nürnberg
876,0,3,30.0,1967.0,Karlsruhe,TSV 1860
877,1,4,30.0,1967.0,Hamburg,M´gladbach
878,1,5,30.0,1967.0,Frankfurt,FC Köln
879,0,1,30.0,1967.0,Aachen,K´lautern
880,0,1,30.0,1967.0,Hannover,Bremen
881,2,4,30.0,1967.0,Neunkirchen,Braunschweig
882,2,3,31.0,1967.0,FC Köln,Duisburg
883,0,1,31.0,1967.0,TSV 1860,Neunkirchen
884,3,2,31.0,1967.0,Bremen,B. München
885,0,1,31.0,1967.0,Schalke,Karlsruhe
886,0,2,31.0,1967.0,K´lautern,Hannover
887,0,0,31.0,1967.0,Braunschweig,Hamburg
888,1,3,31.0,1967.0,M´gladbach,Frankfurt
889,1,2,31.0,1967.0,VfB Stuttgar,Dortmund
890,0,2,31.0,1967.0,Nürnberg,Aachen
891,2,3,32.0,1967.0,Karlsruhe,VfB Stuttgar
892,0,2,32.0,1967.0,Neunkirchen,Schalke
893,1,2,32.0,1967.0,Hannover,Nürnberg
894,1,0,32.0,1967.0,Hamburg,TSV 1860
895,0,1,32.0,1967.0,FC Köln,M´gladbach
896,2,2,32.0,1967.0,B. München,K´lautern
897,1,2,32.0,1967.0,Dortmund,Bremen
898,0,0,32.0,1967.0,Frankfurt,Braunschweig
899,4,4,32.0,1967.0,Duisburg,Aachen
900,5,0,33.0,1967.0,VfB Stuttgar,Neunkirchen
901,2,0,33.0,1967.0,Nürnberg,B. München
902,0,2,33.0,1967.0,Braunschweig,M´gladbach
903,1,3,33.0,1967.0,Aachen,FC Köln
904,2,1,33.0,1967.0,Bremen,Karlsruhe
905,2,2,33.0,1967.0,Duisburg,Hannover
906,1,1,33.0,1967.0,Schalke,Hamburg
907,1,2,33.0,1967.0,TSV 1860,Frankfurt
908,0,4,33.0,1967.0,K´lautern,Dortmund
909,0,0,34.0,1967.0,Frankfurt,Schalke
910,1,2,34.0,1967.0,Dortmund,Nürnberg
911,0,0,34.0,1967.0,M´gladbach,TSV 1860
912,1,1,34.0,1967.0,Karlsruhe,K´lautern
913,3,3,34.0,1967.0,B. München,Duisburg
914,1,2,34.0,1967.0,Neunkirchen,Bremen
915,2,1,34.0,1967.0,FC Köln,Braunschweig
916,2,2,34.0,1967.0,Hannover,Aachen
917,1,4,34.0,1967.0,Hamburg,VfB Stuttgar
918,0,1,1.0,1968.0,Hamburg,Braunschweig
919,1,1,1.0,1968.0,TSV 1860,VfB Stuttgar
920,4,1,1.0,1968.0,Aachen,Nürnberg
921,0,2,1.0,1968.0,K´lautern,B. München
922,1,2,1.0,1968.0,Offenbach,FC Köln
923,0,2,1.0,1968.0,Hertha BSC,Frankfurt
924,0,1,1.0,1968.0,Schalke,Duisburg
925,3,1,1.0,1968.0,M´gladbach,Dortmund
926,2,3,1.0,1968.0,Hannover,Bremen
927,2,0,2.0,1968.0,Braunschweig,Schalke
928,1,2,2.0,1968.0,Nürnberg,Offenbach
929,3,0,2.0,1968.0,B. München,TSV 1860
930,1,2,2.0,1968.0,FC Köln,M´gladbach
931,0,1,2.0,1968.0,Bremen,K´lautern
932,1,1,2.0,1968.0,Dortmund,Hannover
933,1,2,2.0,1968.0,VfB Stuttgar,Hamburg
934,1,1,2.0,1968.0,Duisburg,Hertha BSC
935,2,4,2.0,1968.0,Frankfurt,Aachen
936,1,1,3.0,1968.0,Schalke,VfB Stuttgar
937,1,1,3.0,1968.0,Aachen,Offenbach
938,0,4,3.0,1968.0,M´gladbach,Nürnberg
939,1,5,3.0,1968.0,Hamburg,B. München
940,0,1,3.0,1968.0,Hannover,FC Köln
941,1,1,3.0,1968.0,Frankfurt,Duisburg
942,3,3,3.0,1968.0,Hertha BSC,Braunschweig
943,1,4,3.0,1968.0,TSV 1860,Bremen
944,3,2,3.0,1968.0,K´lautern,Dortmund
945,2,1,4.0,1968.0,B. München,Schalke
946,1,2,4.0,1968.0,Dortmund,TSV 1860
947,1,4,4.0,1968.0,Offenbach,M´gladbach
948,0,4,4.0,1968.0,FC Köln,K´lautern
949,2,2,4.0,1968.0,Nürnberg,Hannover
950,2,5,4.0,1968.0,Bremen,Hamburg
951,1,0,4.0,1968.0,Braunschweig,Frankfurt
952,1,0,4.0,1968.0,VfB Stuttgar,Hertha BSC
953,0,4,4.0,1968.0,Duisburg,Aachen
954,0,3,5.0,1968.0,Hertha BSC,B. München
955,2,2,5.0,1968.0,Aachen,M´gladbach
956,0,0,5.0,1968.0,TSV 1860,FC Köln
957,1,1,5.0,1968.0,Hannover,Offenbach
958,3,1,5.0,1968.0,Schalke,Bremen
959,0,0,5.0,1968.0,Duisburg,Braunschweig
960,0,2,5.0,1968.0,Frankfurt,VfB Stuttgar
961,1,3,5.0,1968.0,Hamburg,Dortmund
962,0,1,5.0,1968.0,K´lautern,Nürnberg
963,0,2,6.0,1968.0,VfB Stuttgar,Duisburg
964,1,4,6.0,1968.0,Dortmund,Schalke
965,0,2,6.0,1968.0,Nürnberg,TSV 1860
966,1,2,6.0,1968.0,Offenbach,K´lautern
967,3,2,6.0,1968.0,M´gladbach,Hannover
968,1,3,6.0,1968.0,FC Köln,Hamburg
969,1,1,6.0,1968.0,B. München,Frankfurt
970,0,1,6.0,1968.0,Bremen,Hertha BSC
971,4,1,6.0,1968.0,Braunschweig,Aachen
972,3,2,7.0,1968.0,TSV 1860,Offenbach
973,2,2,7.0,1968.0,Braunschweig,VfB Stuttgar
974,0,0,7.0,1968.0,Hamburg,Nürnberg
975,2,2,7.0,1968.0,Duisburg,B. München
976,0,4,7.0,1968.0,K´lautern,M´gladbach
977,0,2,7.0,1968.0,Schalke,FC Köln
978,2,5,7.0,1968.0,Aachen,Hannover
979,2,2,7.0,1968.0,Hertha BSC,Dortmund
980,1,0,7.0,1968.0,Frankfurt,Bremen
981,1,4,8.0,1968.0,Nürnberg,Schalke
982,4,0,8.0,1968.0,M´gladbach,TSV 1860
983,0,0,8.0,1968.0,Hannover,K´lautern
984,0,3,8.0,1968.0,Offenbach,Hamburg
985,1,1,8.0,1968.0,Dortmund,Frankfurt
986,0,2,8.0,1968.0,Bremen,Duisburg
987,3,2,8.0,1968.0,B. München,Braunschweig
988,1,2,8.0,1968.0,FC Köln,Hertha BSC
989,3,1,8.0,1968.0,VfB Stuttgar,Aachen
990,0,1,9.0,1968.0,Schalke,Offenbach
991,0,3,9.0,1968.0,Hertha BSC,Nürnberg
992,0,2,9.0,1968.0,VfB Stuttgar,B. München
993,2,1,9.0,1968.0,Hamburg,M´gladbach
994,1,2,9.0,1968.0,Frankfurt,FC Köln
995,1,2,9.0,1968.0,Aachen,K´lautern
996,2,3,9.0,1968.0,TSV 1860,Hannover
997,1,2,9.0,1968.0,Duisburg,Dortmund
998,1,2,9.0,1968.0,Braunschweig,Bremen
999,2,2,10.0,1968.0,Bremen,VfB Stuttgar
