,FTAG,FTHG,Gameday,Season,TeamA,TeamH
1918,1,1,10.0,1971.0,Dortmund,Oberhausen
1919,2,6,10.0,1971.0,Frankfurt,M´gladbach
1920,0,2,10.0,1971.0,FC Köln,K´lautern
1921,2,1,10.0,1971.0,B. München,Bremen
1922,0,0,10.0,1971.0,Schalke,Braunschweig
1923,1,3,10.0,1971.0,Duisburg,Bochum
1924,2,2,10.0,1971.0,Hamburg,Bielefeld
1925,1,1,10.0,1971.0,Düsseldorf,Hertha BSC
1926,0,4,11.0,1971.0,Oberhausen,Schalke
1927,0,1,11.0,1971.0,Bielefeld,FC Köln
1928,3,1,11.0,1971.0,B. München,Hannover
1929,2,3,11.0,1971.0,Bochum,Hamburg
1930,0,1,11.0,1971.0,K´lautern,Frankfurt
1931,0,0,11.0,1971.0,Braunschweig,Düsseldorf
1932,2,1,11.0,1971.0,VfB Stuttgar,Duisburg
1933,0,0,11.0,1971.0,M´gladbach,Dortmund
1934,1,2,11.0,1971.0,Bremen,Hertha BSC
1935,3,0,12.0,1971.0,Hamburg,VfB Stuttgar
1936,0,2,12.0,1971.0,Düsseldorf,Oberhausen
1937,1,5,12.0,1971.0,Duisburg,B. München
1938,0,7,12.0,1971.0,Schalke,M´gladbach
1939,0,6,12.0,1971.0,Dortmund,K´lautern
1940,1,2,12.0,1971.0,Hannover,Bremen
1941,1,1,12.0,1971.0,Hertha BSC,Braunschweig
1942,5,1,12.0,1971.0,FC Köln,Bochum
1943,4,3,12.0,1971.0,Frankfurt,Bielefeld
1944,0,3,13.0,1971.0,K´lautern,Schalke
1945,1,4,13.0,1971.0,VfB Stuttgar,FC Köln
1946,4,1,13.0,1971.0,B. München,Hamburg
1947,2,3,13.0,1971.0,Bochum,Frankfurt
1948,2,0,13.0,1971.0,M´gladbach,Düsseldorf
1949,1,2,13.0,1971.0,Hannover,Duisburg
1950,0,1,13.0,1971.0,Bielefeld,Dortmund
1951,1,1,13.0,1971.0,Bremen,Braunschweig
1952,0,2,13.0,1971.0,Oberhausen,Hertha BSC
1953,4,4,14.0,1971.0,Frankfurt,VfB Stuttgar
1954,1,1,14.0,1971.0,Braunschweig,Oberhausen
1955,1,1,14.0,1971.0,FC Köln,B. München
1956,2,5,14.0,1971.0,Hertha BSC,M´gladbach
1957,1,3,14.0,1971.0,Düsseldorf,K´lautern
1958,3,2,14.0,1971.0,Hamburg,Hannover
1959,1,1,14.0,1971.0,Duisburg,Bremen
1960,2,4,14.0,1971.0,Dortmund,Bochum
1961,1,1,14.0,1971.0,Schalke,Bielefeld
1962,1,4,15.0,1971.0,Bochum,Schalke
1963,1,3,15.0,1971.0,Hannover,FC Köln
1964,2,3,15.0,1971.0,B. München,Frankfurt
1965,2,3,15.0,1971.0,Bielefeld,Düsseldorf
1966,4,2,15.0,1971.0,Hamburg,Duisburg
1967,4,0,15.0,1971.0,VfB Stuttgar,Dortmund
1968,0,4,15.0,1971.0,Oberhausen,Bremen
1969,1,2,15.0,1971.0,M´gladbach,Braunschweig
1970,1,2,15.0,1971.0,K´lautern,Hertha BSC
1971,1,0,16.0,1971.0,Schalke,VfB Stuttgar
1972,1,11,16.0,1971.0,Dortmund,B. München
1973,2,5,16.0,1971.0,Oberhausen,M´gladbach
1974,2,2,16.0,1971.0,Braunschweig,K´lautern
1975,1,3,16.0,1971.0,Frankfurt,Hannover
1976,1,2,16.0,1971.0,Bremen,Hamburg
1977,1,1,16.0,1971.0,FC Köln,Duisburg
1978,1,3,16.0,1971.0,Düsseldorf,Bochum
1979,1,1,16.0,1971.0,Hertha BSC,Bielefeld
1980,0,1,17.0,1971.0,B. München,Schalke
1981,5,2,17.0,1971.0,K´lautern,Oberhausen
1982,0,3,17.0,1971.0,Hamburg,FC Köln
1983,1,2,17.0,1971.0,Duisburg,Frankfurt
1984,0,4,17.0,1971.0,VfB Stuttgar,Düsseldorf
1985,1,1,17.0,1971.0,Hannover,Dortmund
1986,2,2,17.0,1971.0,M´gladbach,Bremen
1987,2,3,17.0,1971.0,Bielefeld,Braunschweig
1988,2,1,17.0,1971.0,Bochum,Hertha BSC
1989,0,2,18.0,1971.0,Bielefeld,Oberhausen
1990,0,5,18.0,1971.0,Hannover,Schalke
1991,1,2,18.0,1971.0,K´lautern,M´gladbach
1992,0,4,18.0,1971.0,Hamburg,Frankfurt
1993,1,0,18.0,1971.0,B. München,Düsseldorf
1994,3,2,18.0,1971.0,Duisburg,Dortmund
1995,2,2,18.0,1971.0,FC Köln,Bremen
1996,2,0,18.0,1971.0,Bochum,Braunschweig
1997,1,2,18.0,1971.0,VfB Stuttgar,Hertha BSC
1998,1,3,19.0,1971.0,Braunschweig,VfB Stuttgar
1999,0,2,19.0,1971.0,Oberhausen,Bochum
2000,0,1,19.0,1971.0,Hertha BSC,B. München
2001,0,5,19.0,1971.0,Düsseldorf,Hannover
2002,0,0,19.0,1971.0,Dortmund,Hamburg
2003,0,2,19.0,1971.0,Schalke,Duisburg
2004,3,2,19.0,1971.0,M´gladbach,Bielefeld
2005,1,2,19.0,1971.0,Bremen,K´lautern
2006,1,1,19.0,1971.0,Frankfurt,FC Köln
2007,0,0,20.0,1971.0,Duisburg,Düsseldorf
2008,0,3,20.0,1971.0,Hamburg,Schalke
2009,1,2,20.0,1971.0,Bielefeld,K´lautern
2010,1,3,20.0,1971.0,Frankfurt,Bremen
2011,1,1,20.0,1971.0,B. München,Braunschweig
2012,1,3,20.0,1971.0,Hannover,Hertha BSC
2013,1,1,20.0,1971.0,Bochum,M´gladbach
2014,1,1,20.0,1971.0,VfB Stuttgar,Oberhausen
2015,0,0,20.0,1971.0,FC Köln,Dortmund
2016,1,0,21.0,1971.0,M´gladbach,VfB Stuttgar
2017,2,4,21.0,1971.0,K´lautern,Bochum
2018,3,3,21.0,1971.0,Düsseldorf,Hamburg
2019,2,5,21.0,1971.0,Dortmund,Frankfurt
2020,0,2,21.0,1971.0,Hertha BSC,Duisburg
2021,0,1,21.0,1971.0,Bremen,Bielefeld
2022,0,3,21.0,1971.0,Braunschweig,Hannover
2023,1,0,21.0,1971.0,Schalke,FC Köln
2024,0,7,21.0,1971.0,Oberhausen,B. München
2025,1,1,22.0,1971.0,FC Köln,Düsseldorf
2026,2,3,22.0,1971.0,Hannover,Oberhausen
2027,1,3,22.0,1971.0,VfB Stuttgar,K´lautern
2028,1,3,22.0,1971.0,Dortmund,Bremen
2029,0,2,22.0,1971.0,Duisburg,Braunschweig
2030,1,3,22.0,1971.0,Bochum,Bielefeld
2031,0,2,22.0,1971.0,Hamburg,Hertha BSC
2032,0,2,22.0,1971.0,Frankfurt,Schalke
2033,2,2,22.0,1971.0,B. München,M´gladbach
2034,0,2,23.0,1971.0,M´gladbach,Hannover
2035,1,3,23.0,1971.0,Braunschweig,Hamburg
2036,0,3,23.0,1971.0,Hertha BSC,FC Köln
2037,1,3,23.0,1971.0,K´lautern,B. München
2038,2,2,23.0,1971.0,Bielefeld,VfB Stuttgar
2039,2,4,23.0,1971.0,Düsseldorf,Frankfurt
2040,0,0,23.0,1971.0,Oberhausen,Duisburg
2041,3,0,23.0,1971.0,Schalke,Dortmund
2042,2,4,23.0,1971.0,Bremen,Bochum
2043,0,2,24.0,1971.0,Hannover,K´lautern
2044,1,4,24.0,1971.0,Dortmund,Düsseldorf
2045,0,3,24.0,1971.0,Duisburg,M´gladbach
2046,0,1,24.0,1971.0,Hamburg,Oberhausen
2047,0,2,24.0,1971.0,Schalke,Bremen
2048,1,0,24.0,1971.0,FC Köln,Braunschweig
2049,1,1,24.0,1971.0,VfB Stuttgar,Bochum
2050,1,0,24.0,1971.0,B. München,Bielefeld
2051,0,0,24.0,1971.0,Frankfurt,Hertha BSC
2052,0,1,25.0,1971.0,Bremen,VfB Stuttgar
2053,0,3,25.0,1971.0,Düsseldorf,Schalke
2054,1,5,25.0,1971.0,Bochum,B. München
2055,0,4,25.0,1971.0,Oberhausen,FC Köln
2056,1,3,25.0,1971.0,Bielefeld,Hannover
2057,0,1,25.0,1971.0,M´gladbach,Hamburg
2058,1,1,25.0,1971.0,Braunschweig,Frankfurt
2059,0,1,25.0,1971.0,K´lautern,Duisburg
2060,2,1,25.0,1971.0,Hertha BSC,Dortmund
2061,1,2,26.0,1971.0,Hamburg,K´lautern
2062,4,1,26.0,1971.0,B. München,VfB Stuttgar
2063,0,1,26.0,1971.0,Frankfurt,Oberhausen
2064,0,3,26.0,1971.0,FC Köln,M´gladbach
2065,1,1,26.0,1971.0,Düsseldorf,Bremen
2066,0,2,26.0,1971.0,Dortmund,Braunschweig
2067,2,2,26.0,1971.0,Hannover,Bochum
2068,0,2,26.0,1971.0,Duisburg,Bielefeld
2069,0,3,26.0,1971.0,Schalke,Hertha BSC
2070,1,5,27.0,1971.0,Braunschweig,Schalke
2071,2,6,27.0,1971.0,Bremen,B. München
2072,2,4,27.0,1971.0,K´lautern,FC Köln
2073,0,3,27.0,1971.0,VfB Stuttgar,Hannover
2074,0,1,27.0,1971.0,Bielefeld,Hamburg
2075,0,3,27.0,1971.0,M´gladbach,Frankfurt
2076,0,1,27.0,1971.0,Hertha BSC,Düsseldorf
2077,2,2,27.0,1971.0,Bochum,Duisburg
2078,1,2,27.0,1971.0,Oberhausen,Dortmund
2079,0,1,28.0,1971.0,Duisburg,VfB Stuttgar
2080,3,2,28.0,1971.0,Schalke,Oberhausen
2081,1,3,28.0,1971.0,Hannover,B. München
2082,1,7,28.0,1971.0,Dortmund,M´gladbach
2083,1,1,28.0,1971.0,Frankfurt,K´lautern
2084,0,5,28.0,1971.0,Hertha BSC,Bremen
2085,1,1,28.0,1971.0,Düsseldorf,Braunschweig
2086,1,2,28.0,1971.0,Hamburg,Bochum
2087,3,2,28.0,1971.0,FC Köln,Bielefeld
2088,1,2,29.0,1971.0,K´lautern,Dortmund
2089,1,1,29.0,1971.0,M´gladbach,Schalke
2090,1,1,29.0,1971.0,Bochum,FC Köln
2091,1,5,29.0,1971.0,Bremen,Hannover
2092,2,1,29.0,1971.0,VfB Stuttgar,Hamburg
2093,2,5,29.0,1971.0,Bielefeld,Frankfurt
2094,1,1,29.0,1971.0,Oberhausen,Düsseldorf
2095,0,3,29.0,1971.0,B. München,Duisburg
2096,0,1,29.0,1971.0,Braunschweig,Hertha BSC
2097,2,2,30.0,1971.0,Schalke,K´lautern
2098,1,1,30.0,1971.0,FC Köln,VfB Stuttgar
2099,2,5,30.0,1971.0,Hertha BSC,Oberhausen
2100,3,4,30.0,1971.0,Hamburg,B. München
2101,2,1,30.0,1971.0,Düsseldorf,M´gladbach
2102,2,3,30.0,1971.0,Duisburg,Hannover
2103,4,2,30.0,1971.0,Braunschweig,Bremen
2104,1,3,30.0,1971.0,Frankfurt,Bochum
2105,1,3,30.0,1971.0,Dortmund,Bielefeld
2106,0,0,31.0,1971.0,Oberhausen,Braunschweig
2107,1,1,31.0,1971.0,Bochum,Dortmund
2108,2,6,31.0,1971.0,Bielefeld,Schalke
2109,4,1,31.0,1971.0,B. München,FC Köln
2110,0,2,31.0,1971.0,Hannover,Hamburg
2111,1,4,31.0,1971.0,VfB Stuttgar,Frankfurt
2112,3,0,31.0,1971.0,K´lautern,Düsseldorf
2113,0,2,31.0,1971.0,Bremen,Duisburg
2114,1,2,31.0,1971.0,M´gladbach,Hertha BSC
2115,0,2,32.0,1971.0,Dortmund,VfB Stuttgar
2116,2,2,32.0,1971.0,Bremen,Oberhausen
2117,3,6,32.0,1971.0,Frankfurt,B. München
2118,1,4,32.0,1971.0,Braunschweig,M´gladbach
2119,4,3,32.0,1971.0,Hertha BSC,K´lautern
2120,4,1,32.0,1971.0,FC Köln,Hannover
2121,0,2,32.0,1971.0,Duisburg,Hamburg
2122,2,0,32.0,1971.0,Schalke,Bochum
2123,3,1,32.0,1971.0,Düsseldorf,Bielefeld
2124,4,0,33.0,1971.0,M´gladbach,Oberhausen
2125,1,4,33.0,1971.0,Duisburg,FC Köln
2126,0,4,33.0,1971.0,Hamburg,Bremen
2127,1,2,33.0,1971.0,VfB Stuttgar,Schalke
2128,1,1,33.0,1971.0,Bielefeld,Hertha BSC
2129,1,1,33.0,1971.0,K´lautern,Braunschweig
2130,1,3,33.0,1971.0,Hannover,Frankfurt
2131,1,3,33.0,1971.0,Bochum,Düsseldorf
2132,1,0,33.0,1971.0,B. München,Dortmund
2133,2,2,34.0,1971.0,Bremen,M´gladbach
2134,0,0,34.0,1971.0,Oberhausen,K´lautern
2135,3,2,34.0,1971.0,Dortmund,Hannover
2136,1,1,34.0,1971.0,FC Köln,Hamburg
2137,1,0,34.0,1971.0,Frankfurt,Duisburg
2138,2,4,34.0,1971.0,Hertha BSC,Bochum
2139,7,1,34.0,1971.0,Braunschweig,Bielefeld
2140,1,3,34.0,1971.0,Düsseldorf,VfB Stuttgar
2141,1,5,34.0,1971.0,Schalke,B. München
2142,3,2,1.0,1972.0,Düsseldorf,Hertha BSC
2143,0,2,1.0,1972.0,K´lautern,Wuppertal
2144,1,3,1.0,1972.0,FC Köln,VfB Stuttgar
2145,1,3,1.0,1972.0,Hannover,Schalke
2146,5,0,1.0,1972.0,B. München,Oberhausen
2147,3,4,1.0,1972.0,Duisburg,M´gladbach
2148,1,2,1.0,1972.0,Hamburg,Frankfurt
2149,0,0,1.0,1972.0,Offenbach,Bremen
2150,2,0,1.0,1972.0,Bochum,Braunschweig
2151,1,2,2.0,1972.0,Hertha BSC,Bochum
2152,0,1,2.0,1972.0,Braunschweig,Offenbach
2153,1,2,2.0,1972.0,Bremen,B. München
2154,1,3,2.0,1972.0,Oberhausen,FC Köln
2155,0,2,2.0,1972.0,Schalke,K´lautern
2156,1,2,2.0,1972.0,Frankfurt,Hannover
2157,3,1,2.0,1972.0,M´gladbach,Hamburg
2158,1,2,2.0,1972.0,Wuppertal,Düsseldorf
2159,1,0,2.0,1972.0,VfB Stuttgar,Duisburg
2160,0,3,3.0,1972.0,Bochum,Wuppertal
2161,1,2,3.0,1972.0,Hamburg,VfB Stuttgar
2162,1,3,3.0,1972.0,Düsseldorf,Schalke
2163,1,3,3.0,1972.0,Hannover,M´gladbach
2164,1,3,3.0,1972.0,K´lautern,Frankfurt
2165,1,1,3.0,1972.0,FC Köln,Duisburg
2166,0,1,3.0,1972.0,Oberhausen,Bremen
2167,2,0,3.0,1972.0,B. München,Braunschweig
2168,5,2,3.0,1972.0,Offenbach,Hertha BSC
2169,1,0,4.0,1972.0,Braunschweig,Oberhausen
2170,1,3,4.0,1972.0,Wuppertal,Offenbach
2171,0,4,4.0,1972.0,Hertha BSC,B. München
2172,0,1,4.0,1972.0,Bremen,FC Köln
2173,1,3,4.0,1972.0,M´gladbach,K´lautern
2174,1,3,4.0,1972.0,VfB Stuttgar,Hannover
2175,2,1,4.0,1972.0,Duisburg,Hamburg
2176,2,2,4.0,1972.0,Frankfurt,Düsseldorf
2177,0,2,4.0,1972.0,Schalke,Bochum
2178,1,4,5.0,1972.0,Bochum,Frankfurt
2179,1,1,5.0,1972.0,B. München,Wuppertal
2180,1,3,5.0,1972.0,K´lautern,VfB Stuttgar
2181,1,6,5.0,1972.0,Offenbach,Schalke
2182,3,2,5.0,1972.0,Düsseldorf,M´gladbach
2183,0,0,5.0,1972.0,FC Köln,Hamburg
2184,1,3,5.0,1972.0,Hannover,Duisburg
2185,0,1,5.0,1972.0,Bremen,Braunschweig
2186,1,3,5.0,1972.0,Oberhausen,Hertha BSC
2187,2,3,6.0,1972.0,Frankfurt,Offenbach
2188,1,2,6.0,1972.0,Wuppertal,Oberhausen
2189,0,5,6.0,1972.0,Schalke,B. München
2190,3,4,6.0,1972.0,Braunschweig,FC Köln
2191,0,0,6.0,1972.0,Duisburg,K´lautern
2192,2,3,6.0,1972.0,Hamburg,Hannover
2193,1,6,6.0,1972.0,VfB Stuttgar,Düsseldorf
2194,1,1,6.0,1972.0,Hertha BSC,Bremen
2195,0,3,6.0,1972.0,M´gladbach,Bochum
2196,1,1,7.0,1972.0,Bremen,Wuppertal
2197,0,4,7.0,1972.0,Bochum,VfB Stuttgar
2198,0,3,7.0,1972.0,Oberhausen,Schalke
2199,2,3,7.0,1972.0,Offenbach,M´gladbach
2200,0,0,7.0,1972.0,FC Köln,Hannover
2201,2,2,7.0,1972.0,K´lautern,Hamburg
2202,1,2,7.0,1972.0,B. München,Frankfurt
2203,0,0,7.0,1972.0,Düsseldorf,Duisburg
2204,0,3,7.0,1972.0,Braunschweig,Hertha BSC
2205,3,1,8.0,1972.0,VfB Stuttgar,Offenbach
2206,0,1,8.0,1972.0,Frankfurt,Oberhausen
2207,0,3,8.0,1972.0,M´gladbach,B. München
2208,0,4,8.0,1972.0,Hertha BSC,FC Köln
2209,1,2,8.0,1972.0,Hannover,K´lautern
2210,2,2,8.0,1972.0,Hamburg,Düsseldorf
2211,0,2,8.0,1972.0,Schalke,Bremen
2212,1,0,8.0,1972.0,Wuppertal,Braunschweig
2213,1,2,8.0,1972.0,Duisburg,Bochum
2214,0,4,9.0,1972.0,Offenbach,Duisburg
2215,1,4,9.0,1972.0,Oberhausen,M´gladbach
2216,1,4,9.0,1972.0,Hertha BSC,Wuppertal
2217,1,0,9.0,1972.0,B. München,VfB Stuttgar
2218,1,0,9.0,1972.0,Braunschweig,Schalke
2219,1,2,9.0,1972.0,FC Köln,K´lautern
2220,2,2,9.0,1972.0,Düsseldorf,Hannover
2221,1,2,9.0,1972.0,Bochum,Hamburg
2222,2,2,9.0,1972.0,Bremen,Frankfurt
2223,1,2,10.0,1972.0,Hamburg,Offenbach
2224,2,2,10.0,1972.0,VfB Stuttgar,Oberhausen
2225,0,2,10.0,1972.0,Duisburg,B. München
2226,1,1,10.0,1972.0,Wuppertal,FC Köln
2227,1,2,10.0,1972.0,K´lautern,Düsseldorf
2228,0,2,10.0,1972.0,Hannover,Bochum
2229,0,3,10.0,1972.0,Schalke,Hertha BSC
2230,1,2,10.0,1972.0,Frankfurt,Braunschweig
2231,1,1,10.0,1972.0,M´gladbach,Bremen
2232,0,4,11.0,1972.0,Braunschweig,M´gladbach
2233,2,1,11.0,1972.0,Wuppertal,Schalke
2234,1,2,11.0,1972.0,Bremen,VfB Stuttgar
2235,2,2,11.0,1972.0,Bochum,K´lautern
2236,1,1,11.0,1972.0,Offenbach,Hannover
2237,2,0,11.0,1972.0,B. München,Hamburg
2238,2,2,11.0,1972.0,Hertha BSC,Frankfurt
2239,2,3,11.0,1972.0,FC Köln,Düsseldorf
2240,1,4,11.0,1972.0,Oberhausen,Duisburg
2241,0,1,12.0,1972.0,Frankfurt,Wuppertal
2242,2,2,12.0,1972.0,K´lautern,Offenbach
2243,1,3,12.0,1972.0,Hamburg,Oberhausen
2244,2,7,12.0,1972.0,Hannover,B. München
2245,0,3,12.0,1972.0,Schalke,FC Köln
2246,2,0,12.0,1972.0,Duisburg,Bremen
2247,0,1,12.0,1972.0,VfB Stuttgar,Braunschweig
2248,2,2,12.0,1972.0,Düsseldorf,Bochum
2249,1,3,12.0,1972.0,M´gladbach,Hertha BSC
2250,4,2,13.0,1972.0,FC Köln,Bochum
2251,1,2,13.0,1972.0,Wuppertal,M´gladbach
2252,1,3,13.0,1972.0,B. München,K´lautern
2253,2,3,13.0,1972.0,Oberhausen,Hannover
2254,2,2,13.0,1972.0,Bremen,Hamburg
2255,2,4,13.0,1972.0,Schalke,Frankfurt
2256,0,2,13.0,1972.0,Offenbach,Düsseldorf
2257,2,3,13.0,1972.0,Braunschweig,Duisburg
2258,0,4,13.0,1972.0,Hertha BSC,VfB Stuttgar
2259,0,0,14.0,1972.0,Duisburg,Hertha BSC
2260,0,4,14.0,1972.0,VfB Stuttgar,Wuppertal
2261,1,3,14.0,1972.0,Frankfurt,FC Köln
2262,2,3,14.0,1972.0,Düsseldorf,B. München
2263,2,2,14.0,1972.0,M´gladbach,Schalke
2264,1,1,14.0,1972.0,Hamburg,Braunschweig
2265,1,3,14.0,1972.0,Hannover,Bremen
2266,0,4,14.0,1972.0,Bochum,Offenbach
2267,1,3,14.0,1972.0,K´lautern,Oberhausen
2268,0,3,15.0,1972.0,M´gladbach,Frankfurt
2269,1,1,15.0,1972.0,Offenbach,FC Köln
2270,0,4,15.0,1972.0,Hertha BSC,Hamburg
2271,1,2,15.0,1972.0,Braunschweig,Hannover
2272,1,3,15.0,1972.0,Oberhausen,Düsseldorf
2273,0,0,15.0,1972.0,Wuppertal,Duisburg
2274,2,0,15.0,1972.0,B. München,Bochum
2275,1,3,15.0,1972.0,Bremen,K´lautern
2276,2,6,15.0,1972.0,Schalke,VfB Stuttgar
2277,1,1,16.0,1972.0,Bochum,Oberhausen
2278,1,5,16.0,1972.0,Hamburg,Wuppertal
2279,1,2,16.0,1972.0,Hannover,Hertha BSC
2280,0,0,16.0,1972.0,K´lautern,Braunschweig
2281,1,1,16.0,1972.0,Duisburg,Schalke
2282,1,2,16.0,1972.0,VfB Stuttgar,Frankfurt
2283,2,5,16.0,1972.0,FC Köln,M´gladbach
2284,1,3,16.0,1972.0,Offenbach,B. München
2285,3,1,16.0,1972.0,Düsseldorf,Bremen
2286,0,2,17.0,1972.0,Bremen,Bochum
2287,0,3,17.0,1972.0,M´gladbach,VfB Stuttgar
2288,0,4,17.0,1972.0,Oberhausen,Offenbach
2289,1,2,17.0,1972.0,B. München,FC Köln
2290,2,2,17.0,1972.0,Hertha BSC,K´lautern
2291,1,1,17.0,1972.0,Wuppertal,Hannover
2292,1,0,17.0,1972.0,Schalke,Hamburg
2293,0,2,17.0,1972.0,Braunschweig,Düsseldorf
2294,1,2,17.0,1972.0,Frankfurt,Duisburg
2295,1,2,18.0,1972.0,Bremen,Offenbach
2296,3,5,18.0,1972.0,Oberhausen,B. München
2297,1,5,18.0,1972.0,VfB Stuttgar,FC Köln
2298,1,1,18.0,1972.0,Wuppertal,K´lautern
2299,0,1,18.0,1972.0,Schalke,Hannover
2300,1,3,18.0,1972.0,Frankfurt,Hamburg
2301,1,3,18.0,1972.0,Hertha BSC,Düsseldorf
2302,2,2,18.0,1972.0,M´gladbach,Duisburg
2303,2,2,18.0,1972.0,Braunschweig,Bochum
2304,4,3,19.0,1972.0,Duisburg,VfB Stuttgar
2305,2,2,19.0,1972.0,K´lautern,Schalke
2306,2,2,19.0,1972.0,FC Köln,Oberhausen
2307,1,6,19.0,1972.0,Hamburg,M´gladbach
2308,0,1,19.0,1972.0,B. München,Bremen
2309,2,2,19.0,1972.0,Offenbach,Braunschweig
2310,0,2,19.0,1972.0,Hannover,Frankfurt
2311,1,1,19.0,1972.0,Düsseldorf,Wuppertal
2312,0,2,19.0,1972.0,Bochum,Hertha BSC
2313,1,3,20.0,1972.0,Duisburg,FC Köln
2314,3,2,20.0,1972.0,Bremen,Oberhausen
2315,0,0,20.0,1972.0,Hertha BSC,Offenbach
2316,0,3,20.0,1972.0,Braunschweig,B. München
2317,1,0,20.0,1972.0,Frankfurt,K´lautern
2318,2,1,20.0,1972.0,M´gladbach,Hannover
2319,0,2,20.0,1972.0,VfB Stuttgar,Hamburg
2320,1,1,20.0,1972.0,Schalke,Düsseldorf
2321,2,2,20.0,1972.0,Wuppertal,Bochum
2322,1,2,21.0,1972.0,Düsseldorf,Frankfurt
2323,0,3,21.0,1972.0,Hamburg,Duisburg
2324,0,2,21.0,1972.0,Bochum,Schalke
2325,1,3,21.0,1972.0,Oberhausen,Braunschweig
2326,5,2,21.0,1972.0,B. München,Hertha BSC
2327,0,2,21.0,1972.0,Hannover,VfB Stuttgar
2328,3,4,21.0,1972.0,Offenbach,Wuppertal
2329,2,6,21.0,1972.0,K´lautern,M´gladbach
2330,1,2,21.0,1972.0,FC Köln,Bremen
2331,1,2,22.0,1972.0,VfB Stuttgar,K´lautern
2332,1,2,22.0,1972.0,Hamburg,FC Köln
2333,0,2,22.0,1972.0,Schalke,Offenbach
2334,1,2,22.0,1972.0,Hertha BSC,Oberhausen
2335,1,4,22.0,1972.0,Wuppertal,B. München
2336,3,3,22.0,1972.0,Duisburg,Hannover
2337,3,1,22.0,1972.0,M´gladbach,Düsseldorf
2338,2,4,22.0,1972.0,Braunschweig,Bremen
2339,1,2,22.0,1972.0,Frankfurt,Bochum
2340,0,6,23.0,1972.0,Bochum,M´gladbach
2341,4,3,23.0,1972.0,K´lautern,Duisburg
2342,0,2,23.0,1972.0,Hannover,Hamburg
2343,1,2,23.0,1972.0,Bremen,Hertha BSC
2344,0,2,23.0,1972.0,FC Köln,Braunschweig
2345,1,3,23.0,1972.0,Oberhausen,Wuppertal
2346,3,0,23.0,1972.0,Offenbach,Frankfurt
2347,2,2,23.0,1972.0,Düsseldorf,VfB Stuttgar
2348,1,1,23.0,1972.0,B. München,Schalke
2349,2,2,24.0,1972.0,Hamburg,K´lautern
2350,1,2,24.0,1972.0,M´gladbach,Offenbach
2351,1,3,24.0,1972.0,Frankfurt,B. München
2352,1,2,24.0,1972.0,Schalke,Oberhausen
2353,3,3,24.0,1972.0,Hannover,FC Köln
2354,1,2,24.0,1972.0,Duisburg,Düsseldorf
2355,1,0,24.0,1972.0,Wuppertal,Bremen
2356,1,2,24.0,1972.0,Hertha BSC,Braunschweig
2357,1,3,24.0,1972.0,VfB Stuttgar,Bochum
2358,1,2,25.0,1972.0,Braunschweig,Wuppertal
2359,2,4,25.0,1972.0,Offenbach,VfB Stuttgar
2360,2,1,25.0,1972.0,Bremen,Schalke
2361,3,0,25.0,1972.0,B. München,M´gladbach
2362,3,2,25.0,1972.0,K´lautern,Hannover
2363,1,2,25.0,1972.0,Düsseldorf,Hamburg
2364,1,2,25.0,1972.0,Oberhausen,Frankfurt
2365,1,0,25.0,1972.0,Bochum,Duisburg
2366,1,1,25.0,1972.0,FC Köln,Hertha BSC
2367,1,5,26.0,1972.0,VfB Stuttgar,B. München
2368,3,1,26.0,1972.0,M´gladbach,Oberhausen
2369,1,4,26.0,1972.0,Duisburg,Offenbach
2370,0,2,26.0,1972.0,K´lautern,FC Köln
2371,1,0,26.0,1972.0,Hannover,Düsseldorf
2372,0,2,26.0,1972.0,Frankfurt,Bremen
2373,1,1,26.0,1972.0,Schalke,Braunschweig
2374,3,3,26.0,1972.0,Hamburg,Bochum
2375,1,0,26.0,1972.0,Wuppertal,Hertha BSC
2376,2,2,27.0,1972.0,FC Köln,Wuppertal
2377,0,3,27.0,1972.0,Oberhausen,VfB Stuttgar
2378,1,1,27.0,1972.0,Hertha BSC,Schalke
2379,1,3,27.0,1972.0,Bremen,M´gladbach
2380,1,1,27.0,1972.0,Düsseldorf,K´lautern
2381,1,1,27.0,1972.0,Bochum,Hannover
2382,0,1,27.0,1972.0,Offenbach,Hamburg
2383,0,1,27.0,1972.0,Braunschweig,Frankfurt
2384,0,2,27.0,1972.0,B. München,Duisburg
2385,0,0,28.0,1972.0,M´gladbach,Braunschweig
2386,1,2,28.0,1972.0,Hannover,Offenbach
2387,0,3,28.0,1972.0,K´lautern,Bochum
2388,0,1,28.0,1972.0,Hamburg,B. München
2389,1,4,28.0,1972.0,Schalke,Wuppertal
2390,0,4,28.0,1972.0,Duisburg,Oberhausen
2391,0,1,28.0,1972.0,Düsseldorf,FC Köln
2392,2,0,28.0,1972.0,VfB Stuttgar,Bremen
2393,1,3,28.0,1972.0,Frankfurt,Hertha BSC
2394,2,1,29.0,1972.0,Bremen,Duisburg
2395,0,4,29.0,1972.0,Braunschweig,VfB Stuttgar
2396,1,3,29.0,1972.0,Offenbach,K´lautern
2397,3,1,29.0,1972.0,B. München,Hannover
2398,0,6,29.0,1972.0,Oberhausen,Hamburg
2399,1,2,29.0,1972.0,Wuppertal,Frankfurt
2400,2,2,29.0,1972.0,Hertha BSC,M´gladbach
2401,1,1,29.0,1972.0,Bochum,Düsseldorf
2402,2,2,29.0,1972.0,FC Köln,Schalke
